Subject_ID,Subject_Description,Keywords
877,Of people in other countries/regions,"abroad, foreigners, neighbor country, Of people in other countries/regions"
901,Perceived change in one's happiness over time,"over time, career, life course, life history, past, Perceived change in one's happiness over time"
928,Hedonic values,"pleasure, Hedonic values"
980,Children with disabilities,"handicap, retarded, special education, Children with disabilities"
1025,Is happiness sufficiently stable?,"constant, shifty, unsteady, variable, Is happiness sufficiently stable?"
1070,Participation of ..,", Participation of .."
1084,Happiness and Life change/event,"shift, passage,  transition, Happiness and Life change/event"
1107,Are people not too different?,"heterogenous, idiosyncratic, particular, unique, Are people not too different?"
1132,Pleasures and pains,"affect balance, loss aversion, Pleasures and pains"
1141,Effect on environment,"environmental, external, exogenous, outer, Effect on environment"
1174,Conditions in adulthood,"grown up, mature, Conditions in adulthood"
1186,DETERMINANTS OF HAPPINESS,"cause, determinant, effect, necessity, precondition, requirement, DETERMINANTS OF HAPPINESS"
1221,Beliefs,"opinion, view, idea, orientation, Beliefs"
1222,Projective indicators,"TAT, rohrschach, sentence completion, Projective indicators"
1263,PURSUIT of HAPPINESS,"hunt, quest, search, seeking, PURSUIT of HAPPINESS"
1290,Religious denomination,"affiliation, church, sect, confession, membership, order, Religious denomination"
1380,Which improvements promise most effect?,"effective, what helps, Which improvements promise most effect?"
1409,Does promotion of happiness come at the cost of other valued matters?,"cost, disadvantage, harm, value, worth, Does promotion of happiness come at the cost of other valued matters?"
1493,Aspects of happiness,"elements of happiness, components, Aspects of happiness"
1529,Theories,", Theories"
1530,Cohabit,"unmarried living together, concubinage, mistress, Cohabit"
1532,Definition of happiness used in this Bibliography and hence in this World Database of Happiness,"conceptualization, denotation, description, Definition of happiness used in this Bibliography and hence in this World Database of Happiness"
1536,Livability of nation,"livable, habitable, suitable, Livability of nation"
1537,Students,"college, university, school, tertiary education, learner, pupil, Students"
1538,Single direct questions,"one item, Single direct questions"
1542,In young adults,"30+, twenties, school leavers, In young adults"
1543,Multi-level studies on happiness,"micro, meso, macro, Multi-level studies on happiness"
1544,Happiness in age groups,"generation, maturation, Happiness in age groups"
1545,Anxiety (ICD code F41),"fear, nervous, tension, worry, Anxiety (ICD code F41)"
1546,Psycho-somatic defects (ICD code F45),"ache, mental complaints, tension, stress, Psycho-somatic defects (ICD code F45)"
1547,Defensiveness,"ego defense, denial, repression, reversal, self serving lie, Defensiveness"
1548,Measurement problems,"measurement, quantification, psychometric, Measurement problems"
1549,Aggregate measures of happiness in collectivities,"cumulative, combined, summed, total, collective, Aggregate measures of happiness in collectivities"
1550,Evidence for need theory,", Evidence for need theory"
1551,Economic freedom in nation,"free trade, liberalism, Economic freedom in nation"
1552,Economic Regime (Capitalism) in nation,"capitalism, socialism, entrepreneur, free enterprise, market economy, state economy, Economic Regime (Capitalism) in nation"
1553,Scenic beauty,"landscape, surroundings, Scenic beauty"
1554,Happy Life Years,"happiness adjusted life years, haly, happy life years, hly,  happy life expectancy, apparent livability, Happy Life Years"
1555,Grand-children,"great grandparent, offspring, progeny, generation, descendant, Grand-children"
1556,Caregivers,"help, Caregivers"
1557,Happiness and Pets,"domestic animal, cat, dog, horse, Happiness and Pets"
1558,Individualism,"individuality, independence, conformism, Individualism"
1559,Openness,"closed, disclosure, Openness"
1560,Consistency,"conflict, harmony, congruity, Consistency"
1561,Art of living,"appreciation, hedonic enhancement, savoring, Art of living"
1562,Reading,"book, newspaper, magazines, Reading"
1563,Happiness and Risk behavior,"risky, dangerous, Happiness and Risk behavior"
1564,Happiness and Activity level,"active, involved, passive, Happiness and Activity level"
1565,Internal consistency of set,"compatibility, congruity, harmony, conflict, Internal consistency of set"
1566,Attitudes to life issues,"life and death, Attitudes to life issues"
1567,Worries,"fear, uncertainties, concern, problem, Worries"
1568,Value environment fit,"consonance, harmony, conflict, estrangement, Value environment fit"
1569,Happiness and Life Review,"biography, evaluate, narrative, survey, recollect, remember, Happiness and Life Review"
1570,Children's concepts of happiness,"notion, belief, perception, understanding, Children's concepts of happiness"
1571,Advice on happiness,"counsel, recommend, self help, popular, Advice on happiness"
1572,Analysis of meanings of the word,"etymology, dictionary, denote, lexicon, word, use of word, vocabulary, word history, Analysis of meanings of the word"
1573,Self-environment fit,"harmony, consistency, congruity, conflict, Self-environment fit"
1574,Models in counseling,"archetype, prototype, type, emblem, advise, recommendation,  self-help, psychobabble, stereotype, Models in counseling"
1575,Do people distinguish between happiness and related matters?,"conceptual differentiation, confusion, mix up, Do people distinguish between happiness and related matters?"
1576,Do people respond to questions about happiness,"don't  know, no answer, non-response, reluctance, reservation DK/NA, Do people respond to questions about happiness"
1577,Conversational bias,"effect of interview, Conversational bias"
1578,Repeated questions,"experience sampling, multiple moment measurement, Repeated questions"
1579,Open questions,"free response, open ended, Open questions"
1580,Memory balance,"reminiscence, retrospection, good and bad, Memory balance"
1581,Self report on direct questions,"interrogation, interview, item, right away, self report, straight, Self report on direct questions"
1582,Self report on indirect questions,"implied, inferred, inventory, scale, test, unobtrusive, Self report on indirect questions"
1583,Self report,"rating of own happiness, Self report"
1584,Social models and pressures,"social influence, Social models and pressures"
1585,Contextual effects,"circumstances, environment, Contextual effects"
1586,Functions of contentment,"goal monitoring, Functions of contentment"
1587,Effects on intimates,", Effects on intimates"
1588,Effects on relations with intimates,"interaction, interpersonal, Effects on relations with intimates"
1589,Can happiness be learned?,"acquire, taught, train, wellbeing literacy, Can happiness be learned?"
1590,Natural environment,"biotope, ecology, nature, physical, Natural environment"
